event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD28274,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party; JCD: Bangladesh Jatiotabadi Chatra Dal; Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Khulna,Magura,"Magura Sadar",Magura,23.487,89.4159,1,"Dhaka Tribune; United News of Bangladesh",National,"On 4 August 2024, members of Chatra Dal (JCD) and BNP, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with police forces in the Parananduali Dhaka Road and Bhaina Mor areas of Magura city, Magura Sadar (Khulna), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Demonstrators used bricks, whereas police fired tear gas, sound grenades, and rubber bullets during the clash. A member of JCD and 3 others were killed, and several others, including police personnel, were injured in the incident.",4,"crowd size=no report",1728407772
BGD28275,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party; ICS: Islami Chhatra Shibir; JeI: Jamaat-e-Islami; Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","AL: Bangladesh Awami League; BJSL: Bangladesh Jatiya Sramik League; Labor Group (Bangladesh); Rioters (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Rajshahi,Bogra,"Bogra Sadar",Bogra,24.853,89.3732,1,"Daily Star (Bangladesh); Dhaka Tribune; The Business Standard (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators, joined by BNP, JeI and ICS members, clashed with police forces and AL and BJSL leaders in Bogra city (Bogra Sadar, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 5 people were killed, with 4 having sustained bullet injuries, and over 200 were injured in the clash. At least 3 police stations, the offices of district Awami League and Chhatra Union, residence of Awami League MP, and BTCL were also vandalized during the clash.",5,"crowd size=no report",1728407772
BGD28277,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","BNP: Bangladesh Nationalist Party; Lawyers (Bangladesh); Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","BCL: Bangladesh Chhatra League; Jubo League; Rioters (Bangladesh); Students (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Kotwali,"Dhaka - Kotwali",23.7106,90.4088,1,"Daily Star (Bangladesh); Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators, along with pro-BNP lawyers clashed with police forces, BCL and JL members and vandalized at least four police cars and two prison vans at Chief Metropolitan Magistrate premises in Dhaka - Kotwali (Kotwali), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police fired tear gas and sound grenades to disperse the demonstrators. Injuries unknown.",0,"crowd size=no report",1728407772
BGD28284,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Civilians (Bangladesh); Journalists (Bangladesh); Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Police Forces of Bangladesh (2009-2024); Students (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rangpur,Kurigram,"Kurigram Sadar",Kurigram,25.8115,89.6428,1,"Prothom Alo",National,"On 4 August 2024, anti-quota student demonstrators clashed with members of Awami League and police forces in Kurigram city, Kurigram Sadar (Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. At least 30 people were injured in the clash. Police fired tear gas and rubber bullets during the incident. Members of BCL assaulted a journalist earlier in the same area.",0,"crowd size=no report",1728407772
BGD28290,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; ASL: Bangladesh Awami Swechchasebak League; Civilians (Bangladesh); Government of Bangladesh (2009-2024); Journalists (Bangladesh); Jubo League",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rangpur,Rangpur,"Rangpur Sadar",Rangpur,25.7466,89.2516,1,"Asian News International; Dhaka Tribune; The Business Standard (Bangladesh)",National-Regional,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Jubo League and Awami League in Rangpur city, Rangpur Sadar, during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 5 persons were killed, including a ward councillor (AL), two Jubo League leaders and an ASL leader. Over 100 were injured, including journalists, in the clash.",5,"crowd size=no report",1728407772
BGD28304,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","Civilians (Bangladesh); Journalists (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Barisal,Patuakhali,"Patuakhali Sadar",Patuakhali,22.3683,90.3458,2,BDnews24,National,"On 4 August 2024, two groups (likely anti-quota student demonstrators and police based on similar events) clashed in Patuakhali area (Barisal), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 1 journalist was injured after having been hit by a brick.",0,"crowd size=no report",1728407772
BGD28289,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Civilians (Bangladesh); Hindu Group (Bangladesh); Journalists (Bangladesh); Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rajshahi,Sirajganj,Raiganj,Raiganj,24.5073,89.5273,1,"BDnews24; Daily Star (Bangladesh); Dhaka Tribune; United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League and police forces in Raiganj city (Sirajganj, Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Demonstrators attacked the AL office, assaulted AL members and attacked Raiganj Press Club. 6 people, including a journalist from the Hindu community, were killed in the clash.",6,"crowd size=no report",1728407772
BGD28265,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Civilians (Bangladesh); Journalists (Bangladesh); Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Dhaka,Uttara,"Dhaka - Uttara",23.869,90.3942,1,"Daily Star (Bangladesh); Dhaka Tribune; Financial Express (Bangladesh); The Business Standard (Bangladesh)",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League, who were staging a sit-in demonstration, in Dhaka - Uttara (Uttara), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Police fired bullets, tear gas shells and sound grenades. A leader of Awami League was killed by the anti-quota demonstrators, while a student was shot and killed. At least 30 people were injured with bullet injuries. 2 journalists were assaulted. At least 18 persons were injured. Total 2 fatalities.",2,"crowd size=no report",1728407772
BGD28022,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Civilians (Bangladesh); Journalists (Bangladesh); Students (Bangladesh); Labor Group (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)",,"State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Paltan,"Dhaka - Paltan",23.7333,90.4125,1,"New Nation (Bangladesh); United News of Bangladesh",National,"On 4 August 2024, students staged a demonstration and clashed with police forces in Gulistan area, while members of Sammilito Peshajibi Parishad (professionals' organization) staged a demonstration and clashed with police forces in front of National Press Club, Dhaka - Paltan (Paltan), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. 1 person was killed during the clash in Gulistan. At least 100 people, including 3 journalists, were injured in the clash. Police fired tear gas and sound grenades, while demonstrators set ablaze a police box, tyres and some objects near the metro station.",1,"crowd size=no report",1728407772
BGD28271,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Rioters (Bangladesh)","AL: Bangladesh Awami League; Police Forces of Bangladesh (2009-2024)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Rajshahi,Sirajganj,"Sirajganj Sadar",Sirajganj,24.4577,89.708,1,"Dhaka Tribune; The Business Standard (Bangladesh); United News of Bangladesh",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with members of Awami League and police forces in Sirajganj district town, Sirajganj Sadar (Rajshahi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Demonstrators attacked an Awami League office. At least 4 people were killed in the clash. Over 200 people were injured in clashes in various areas of Sirajganj district.",4,"crowd size=no report",1728407772
BGD28288,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Civilians (Bangladesh); Journalists (Bangladesh); Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Police Forces of Bangladesh (2009-2024)","AL: Bangladesh Awami League; BCL: Bangladesh Chhatra League; Rioters (Bangladesh); Students (Bangladesh)","State forces","State forces-Rioters",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Dhanmondi,"Dhaka - Dhanmondi",23.7435,90.3737,1,"BDnews24; Daily Star (Bangladesh); Dhaka Tribune; Financial Express (Bangladesh)",National,"On 4 August 2024, students, under the banner of 'Anti-Discrimination Student Movement', staged a demonstration and clashed with police forces and two groups of unidentified armed men, including AL members, in Dhaka - Dhanmondi (Dhanmondi), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. Demonstrators torched a showroom linked to AL leaders. A student was shot and killed during the incident, while 1 primary school student was shot and killed in Jigatola area of Dhanmondi. 5 journalists were also assaulted during the clash, at least 2 of whom were assaulted by AL and BCL members. Total 2 fatalities.",2,"crowd size=no report",1728407772
BGD28220,"04 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Students (Bangladesh); ADSM: Anti-Discrimination Student Movement",Rioters,"Civilians (Bangladesh)","Journalists (Bangladesh)",Civilians,Rioters-Civilians,,50,"South Asia",Bangladesh,Rangpur,Thakurgaon,"Thakurgaon Sadar",Thakurgaon,26.021,88.4677,1,"Daily Star (Bangladesh)",National,"On 4 August 2024, anti-quota student demonstrators assaulted a journalist of Prothom Alo in Thakurgaon city (Thakurgaon Sadar, Rangpur), during the first day of the non-cooperation movement announced by the Anti-Discrimination Students Movement, demanding resignation of the Prime Minister for deaths during the student-led quota reform demonstrations. They also vandalized and torched the district Awami League office and vandalized many shops.",0,"crowd size=no report",1728407773
